Input	Input Type	MGI Gene/Marker ID	Chr	Strand	Start	End
Mthfs	human symbol	MGI:3780550	9	-	88688602	88720296
Mthfs	current symbol	MGI:1340032	9	+	89210676	89377713
Hrasls	current symbol	MGI:1351473	16	+	29209695	29230531
Sema3e	current symbol	MGI:1340034	5	+	14025276	14256689
Nufip1	current symbol	MGI:1351474	14	+	76110891	76137379
Scml2	current symbol	MGI:1340042	X	+	161117193	161258196
Golga5	current symbol	MGI:1351475	12	+	102469134	102497902
Zfp354b	current symbol	MGI:1351476	11	-	50921823	50931633
Cars	current symbol	MGI:1351477	7	-	143557230	143600090
Lrp8	current symbol	MGI:1340044	4	+	107802261	107876840
Pdk4	western clawed frog symbol	MGI:1343087	11	-	95026258	95041354
Pdk4	current symbol	MGI:1351481	6	-	5483351	5496309
Zfp207	current symbol	MGI:1340045	11	+	80383279	80405733
Tnfrsf12a	current symbol	MGI:1351484	17	-	23675447	23677449
Adam22	current symbol	MGI:1340046	5	-	8072352	8368160
Phlda3	current symbol	MGI:1351485	1	+	135766119	135769136
Adgrg1	current symbol	MGI:1340051	8	+	94977109	95014208
Trappc3	current symbol	MGI:1351486	4	+	126262325	126275883
Cst9	current symbol	MGI:1340053	2	+	148835147	148838738
Smok2a	rat symbol	MGI:3615348	5	+	138037224	138050635
Smok2a	current symbol	MGI:1351487	17	+	13221188	13227658
Smok2a	rat symbol	MGI:3693943	5	+	138021261	138034664
Smok2a	rat symbol	MGI:3037705	17	+	13230257	13237184
Smok2a	rat symbol	MGI:3647925	5	+	138053194	138066537
Smok1	current symbol	MGI:1351488	UN		
Sema4f	current symbol	MGI:1340055	6	-	82911885	82939769
Dok3	current symbol	MGI:1351490	13	-	55523235	55528538
Nup62	current symbol	MGI:1351500	7	+	44816088	44830809
Sgk1	current symbol	MGI:1340062	10	+	21882184	21999903
Nup50	current symbol	MGI:1351502	15	+	84923428	84942955
Cxcl2	current symbol	MGI:1340094	5	+	90903871	90905938
Cxcl2	human symbol	MGI:108068	5	+	90891241	90893115
Psmd7	current symbol	MGI:1351511	8	-	107580381	107588482
Sry	current symbol	MGI:98660	Y	-	2662471	2663658
Sry	rat synonym	MGI:98371	11	+	112782224	112787760
Parp1	current symbol	MGI:1340806	1	+	180568924	180601254
Runx1	current symbol	MGI:99852	16	-	92601466	92826149
Adam2	current symbol	MGI:1340894	14	-	66027329	66077733
Chil1	current symbol	MGI:1340899	1	+	134182176	134190181
Runx2	current symbol	MGI:99829	17	-	44495987	44814797
Fcna	current symbol	MGI:1340905	2	-	25624666	25628030
Alyref	current symbol	MGI:1341044	11	-	120592121	120598365
Runx3	current symbol	MGI:102672	4	+	135120652	135177990
Akap4	current symbol	MGI:102794	X	+	7067519	7078609
Insl6	current symbol	MGI:1351595	19	-	29321344	29325356
Sh2d2a	current symbol	MGI:1351596	3	+	87846755	87855722
Fkbp8	current symbol	MGI:1341070	8	+	70527724	70535328
Atp5l	current symbol	MGI:1351597	9	-	44913250	44920742
Psme2b	current symbol	MGI:1341073	11	-	48945354	48946190
Nagpa	current symbol	MGI:1351598	16	-	5195289	5204012
Ccni	current symbol	MGI:1341077	5	-	93181933	93206495
Dusp13	current symbol	MGI:1351599	14	-	21733394	21751181
Tcl1b3	current symbol	MGI:1351600	12	+	105191045	105195399
Tcl1b1	current symbol	MGI:1351601	12	+	105159704	105166625
Dguok	current symbol	MGI:1351602	6	-	83480217	83506969
Epm2a	human synonym	MGI:2145264	13	-	47012558	47014850
Epm2a	current symbol	MGI:1341085	10	+	11343404	11459644
Mmel1	current symbol	MGI:1351603	4	+	154869585	154895521
Tcl1b4	current symbol	MGI:1351604	12	+	105202422	105206993
Rpl3	current symbol	MGI:1351605	15	-	80077794	80091868
Tnks	current symbol	MGI:1341087	8	-	34829179	34965690
Sytl4	current symbol	MGI:1351606	X	-	133936385	133981812
Tnfrsf10b	current symbol	MGI:1341090	14	+	69767472	69784403
Mrpl17	current symbol	MGI:1351608	7	-	105806658	105811099
Fhl3	human synonym	MGI:1917700	11	-	116062095	116077961
Fhl3	current symbol	MGI:1341092	4	+	124700701	124708611
Tcl1b2	current symbol	MGI:1351609	12	+	105146014	105155225
Chil4	current symbol	MGI:1341098	3	-	106201490	106219507
Npas3	current symbol	MGI:1351610	12	+	53248677	54072175
Rp1	old symbol	MGI:88611	4	+	115518264	115533649
Rp1	rat synonym	MGI:1921506	8	+	88697028	88751945
Rp1	current symbol	MGI:1341105	1	-	4290846	4409241
Rp1	synonym	MGI:1860085	17	-	34823993	34836945
Rp1	synonym	MGI:106271	18	+	23752333	23893857
Exoc6	current symbol	MGI:1351611	19	+	37550418	37683245
Adcy8	current symbol	MGI:1341110	15	-	64699042	64922296
Defb3	current symbol	MGI:1351612	8	+	19293360	19295291
Parp2	current symbol	MGI:1341112	14	+	50807946	50821300
Parp2	synonym	MGI:1934664	14	-	50807449	50807767
Txnl4a	current symbol	MGI:1351613	18	+	80206795	80223533
Akap3	current symbol	MGI:1341149	6	+	126853098	126874308
Gyg	current symbol	MGI:1351614	3	-	20122084	20155317
Gldc	current symbol	MGI:1341155	19	-	30098449	30175418
Add3	current symbol	MGI:1351615	19	+	53140443	53247326
Sox30	current symbol	MGI:1341157	11	+	45980310	46017994
Sox30	rat synonym	MGI:105377	11	+	46055992	46147343
Abca3	current symbol	MGI:1351617	17	+	24351950	24410201
Fcnb	current symbol	MGI:1341158	2	-	28076378	28084885
Dnajb9	current symbol	MGI:1351618	12	-	44205897	44210068
Tacc3	current symbol	MGI:1341163	5	+	33658128	33678995
Abcb11	current symbol	MGI:1351619	2	-	69238282	69342614
Spic	current symbol	MGI:1341168	10	-	88674772	88685015
Spic	synonym	MGI:2145481	13	-	33879816	33905170
Mrpl39	current symbol	MGI:1351620	16	-	84717576	84735742
Lect1	current symbol	MGI:1341171	14	-	79637690	79662170
Mrpl2	current symbol	MGI:1351622	17	+	46646229	46650139
Mrpl2	human synonym	MGI:1926268	4	-	107055874	107066868
Ntn3	current symbol	MGI:1341188	17	-	24203831	24209387
Abcg3	current symbol	MGI:1351624	5	-	104935057	104982718
Hmg20b	current symbol	MGI:1341190	10	-	81346048	81350480
Pwp2	current symbol	MGI:1341200	10	-	78170910	78185149
Nbn	human synonym	MGI:1333791	4	-	117926162	117929763
Nbn	current symbol	MGI:1351625	4	+	15957925	15992589
Aqp6	current symbol	MGI:1341204	15	+	99601400	99605477
Fam50a	current symbol	MGI:1351626	X	+	74313033	74320149
Pdhx	current symbol	MGI:1351627	2	-	103021075	103073513
Uba3	current symbol	MGI:1341217	6	-	97183670	97205647
Rps26	current symbol	MGI:1351628	10	-	128624530	128626506
Znrf4	current symbol	MGI:1341258	17	-	56511248	56512483
Pign	current symbol	MGI:1351629	1	-	105518426	105663677
Tpbg	current symbol	MGI:1341264	9	+	85842380	85847040
Sergef	current symbol	MGI:1351630	7	-	46443168	46639807
Sh2d3c	current symbol	MGI:1351631	2	+	32721055	32755512
Ip6k1	current symbol	MGI:1351633	9	+	108002501	108048782
Abcc6	current symbol	MGI:1351634	7	-	45976380	46030302
Camk2d	current symbol	MGI:1341265	3	+	126596302	126846326
Tcl1b5	current symbol	MGI:1351635	12	+	105176358	105181143
Col14a1	current symbol	MGI:1341272	15	+	55307750	55520803
Srr	current symbol	MGI:1351636	11	-	74906509	74925948
Srr	dog symbol	MGI:2144695	11	-	74849261	74897060
Scnm1	current symbol	MGI:1341284	3	-	95129536	95134011
Peg12	rat symbol	MGI:109450	19	+	41830168	41830809
Peg12	current symbol	MGI:1351637	7	-	62461871	62464510
Ush2a	current symbol	MGI:1341292	1	+	188262023	188965041
Mkln1	current symbol	MGI:1351638	6	+	31398735	31516811
Mrpl15	current symbol	MGI:1351639	1	-	4773206	4785739
Mrpl15	human synonym	MGI:1926274	6	-	81957851	81965958
Tlr1	current symbol	MGI:1341295	5	-	64924679	64933563
Fam50b	current symbol	MGI:1351640	13	+	34734850	34747613
Naglu	current symbol	MGI:1351641	11	+	101070012	101077672
Msrb1	current symbol	MGI:1351642	17	+	24736642	24742778
Tlr6	current symbol	MGI:1341296	5	-	64952031	64960097
Abcc5	current symbol	MGI:1351644	16	-	20331303	20426394
Dapk2	current symbol	MGI:1341297	9	+	66158223	66272242
Prmt5	current symbol	MGI:1351645	14	-	54507187	54517525
Dnm3	current symbol	MGI:1341299	1	-	161982453	162478034
Abca7	current symbol	MGI:1351646	10	+	79996494	80015572
Myom1	current symbol	MGI:1341430	17	+	71019521	71126856
Magel2	current symbol	MGI:1351648	7	+	62376979	62381640
Atrn	current symbol	MGI:1341628	2	+	130906495	131030333
Prl3c1	current symbol	MGI:1351649	13	+	27196659	27203749
Tjp3	current symbol	MGI:1351650	10	-	81273207	81291267
Kcnh1	current symbol	MGI:1341721	1	+	192190774	192510159
Yme1l1	current symbol	MGI:1351651	2	+	23156369	23199260
Tbl2	current symbol	MGI:1351652	5	+	135149657	135165760
Kcnh2	western clawed frog symbol	MGI:2684139	11	+	106008124	106034549
Kcnh2	current symbol	MGI:1341722	5	-	24319589	24351604
Slc14a2	current symbol	MGI:1351653	18	-	78146940	78209094
Kcnh3	current symbol	MGI:1341723	15	+	99224976	99242817
Slc14a1	current symbol	MGI:1351654	18	-	78100091	78142119
Ggps1	current symbol	MGI:1341724	13	-	14052449	14063401
Shroom3	current symbol	MGI:1351655	5	+	92683435	92965318
St6galnac2	current symbol	MGI:107553	11	-	116675303	116694868
Abcf3	current symbol	MGI:1351656	16	+	20548577	20561379
Abcf2	current symbol	MGI:1351657	5	-	24565345	24577467
Abcf1	current symbol	MGI:1351658	17	-	35956819	35969761
Abcg5	current symbol	MGI:1351659	17	-	84658234	84683011
Trpv1	current symbol	MGI:1341787	11	+	73234292	73261242
Csnk1e	current symbol	MGI:1351660	15	-	79417856	79443919
Pdcd11	current symbol	MGI:1341788	19	+	47090766	47131143
Akr1c12	current symbol	MGI:1351661	13	-	4268172	4279433
Akr1c12	rat symbol	MGI:1351662	13	+	4191184	4205596
Olfr69	current symbol	MGI:1341789	7	-	103767445	103768395
Akr1c13	current symbol	MGI:1351662	13	+	4191184	4205596
Olfr68	current symbol	MGI:1341790	7	-	103777396	103778343
Skp2	current symbol	MGI:1351663	15	-	9111985	9155425
Pbx2	current symbol	MGI:1341793	17	+	34591266	34597400
Ptdss2	current symbol	MGI:1351664	7	+	141122382	141157021
Pla2g2d	current symbol	MGI:1341796	4	+	138775735	138782046
Klra15	current symbol	MGI:1351665	UN		
Abcb8	current symbol	MGI:1351667	5	+	24393663	24410054
Ndrg1	current symbol	MGI:1341799	15	-	66929321	66969640
Abca8b	current symbol	MGI:1351668	11	-	109932190	109995845
Klra16	current symbol	MGI:1351669	UN		
Hsd17b6	western clawed frog symbol	MGI:3583955	10	+	127866474	127877317
Hsd17b6	western clawed frog symbol	MGI:2678390	10	+	127849928	127861176
Hsd17b6	western clawed frog symbol	MGI:1195275	10	+	127759721	127768297
Hsd17b6	western clawed frog symbol	MGI:2143528	10	+	127776386	127792697
Hsd17b6	western clawed frog symbol	MGI:1201375	10	+	127801152	127846565
Hsd17b6	current symbol	MGI:1351670	10	-	127990941	128000678
H61	current symbol	MGI:1351672	UN		
Eif3m	current symbol	MGI:1351744	2	-	104999656	105017080
Cstf3	current symbol	MGI:1351825	2	+	104590523	104665429
Hey1	current symbol	MGI:1341800	3	-	8663359	8667256
Abca4	current symbol	MGI:109424	3	+	122044443	122180123
Lipg	current symbol	MGI:1341803	18	-	74939322	74961263
D10Jhu81e	current symbol	MGI:1351861	10	-	78162067	78169768
Adam33	current symbol	MGI:1341813	2	-	131050591	131063814
Slco1a5	current symbol	MGI:1351865	6	-	142234227	142322981
Lgr5	current symbol	MGI:1341817	10	-	115450311	115587780
Slco4a1	current symbol	MGI:1351866	2	+	180456245	180474867
Cnga3	current symbol	MGI:1341818	1	+	37214434	37263384
Slco3a1	current symbol	MGI:1351867	7	-	74275419	74554780
Mlf1	current symbol	MGI:1341819	3	+	67374097	67400003
Pdxk	current symbol	MGI:1351869	10	-	78436744	78464975
Eif4h	current symbol	MGI:1341822	5	-	134619721	134639490
Slco2b1	current symbol	MGI:1351872	7	-	99657804	99711340
Slco1a1	current symbol	MGI:1351891	6	-	141907282	141946962
Slco1a1	old symbol	MGI:1859682	2	-	132052496	132145108
Fanca	current symbol	MGI:1341823	8	-	123268300	123318576
Slco1a4	current symbol	MGI:1351896	6	-	141805440	141856199
St6galnac1	current symbol	MGI:1341826	11	-	116765025	116775507
Slco1b2	current symbol	MGI:1351899	6	+	141629518	141686646
Trpm2	current symbol	MGI:1351901	10	-	77907722	77970563
Trpm2	human synonym	MGI:88423	14	+	65968483	65981548
Slco1a6	current symbol	MGI:1351906	6	-	142085761	142208521
Ilvbl	current symbol	MGI:1351911	10	+	78574500	78584498
Abcc2	current symbol	MGI:1352447	19	+	43782192	43840740
Pkd2l1	current symbol	MGI:1352448	19	-	44147637	44192442
Cxcl9	current symbol	MGI:1352449	5	-	92321347	92328079
Cxcl10	current symbol	MGI:1352450	5	-	92346638	92348889
Nr2f1	current symbol	MGI:1352451	13	-	78188973	78199757
Nr2f1	human synonym	MGI:1352452	7	-	70351946	70366735
Nr2f2	human synonym	MGI:1352451	13	-	78188973	78199757
Nr2f2	current symbol	MGI:1352452	7	-	70351946	70366735
Nr2f6	current symbol	MGI:1352453	8	-	71374123	71381960
Nr4a1	current symbol	MGI:1352454	15	+	101266846	101274792
Nr4a2	current symbol	MGI:1352456	2	-	57106830	57124003
Nr4a3	current symbol	MGI:1352457	4	+	48045153	48086447
Nr6a1	dog symbol	MGI:1346833	2	-	38692656	38714542
Nr6a1	current symbol	MGI:1352459	2	-	38723370	38927688
Nr0b1	current symbol	MGI:1352460	X	+	86191764	86195947
Nr1h3	current symbol	MGI:1352462	2	-	91184061	91202834
Nr1h2	current symbol	MGI:1352463	7	-	44549616	44553951
Nr1h4	current symbol	MGI:1352464	10	-	89454234	89533585
Nr2c1	current symbol	MGI:1352465	10	+	94148023	94197211
Nr2c2	current symbol	MGI:1352466	6	+	92091390	92173057
St6galnac3	current symbol	MGI:1341828	3	-	153198266	153725174
Eif2ak3	current symbol	MGI:1341830	6	+	70844515	70905245
Esr1	current symbol	MGI:1352467	10	+	4611593	5005614
Gml2	current symbol	MGI:1341831	15	+	74819071	74834871
Tnfrsf19	current symbol	MGI:1352474	14	-	60963834	61046855
Prl2c3	current symbol	MGI:1341833	13	-	12790822	12800078
Igfbp7	current symbol	MGI:1352480	5	-	77349240	77408041
Trank1	current symbol	MGI:1341834	9	+	111311739	111395775
Znhit2	current symbol	MGI:1352481	19	+	6061192	6062472
Mga	human synonym	MGI:1203495	6	+	40628831	40769123
Mga	current symbol	MGI:1352483	2	+	119897228	119967749
Trpv2	current symbol	MGI:1341836	11	+	62574486	62600515
Capn11	current symbol	MGI:1352490	17	-	45630204	45659325
Bag3	current symbol	MGI:1352493	7	+	128523583	128546977
Hspb7	current symbol	MGI:1352494	4	+	141420779	141425311
Zfp385a	current symbol	MGI:1352495	15	-	103313895	103340086
Nod1	current symbol	MGI:1341839	6	-	54923949	54972612
Ndrg2	current symbol	MGI:1352498	14	-	51905271	51913488
Six6	current symbol	MGI:1341840	12	+	72939892	72944899
Ndrg3	western clawed frog symbol	MGI:2384590	8	+	95676980	95715119
Ndrg3	current symbol	MGI:1352499	2	-	156927345	156992056
Kcnk7	current symbol	MGI:1341841	19	+	5704367	5707101
Tpk1	current symbol	MGI:1352500	6	-	43345001	43666278
Cdh22	current symbol	MGI:1341843	2	-	165111507	165234853
Bcar3	current symbol	MGI:1352501	3	+	122294136	122530191
Hhip	current symbol	MGI:1341847	8	-	79966115	80058006
Limd1	current symbol	MGI:1352502	9	+	123478701	123521548
Limd1	rat synonym	MGI:1353635	6	+	112273758	112330425
Spink4	current symbol	MGI:1341848	4	+	40920052	40931395
Hip1r	current symbol	MGI:1352504	5	+	123973628	124005558
Rabgap1l	current symbol	MGI:1352507	1	-	160219174	160793211
Rb1cc1	current symbol	MGI:1341850	1	+	6206197	6276648
Stau2	current symbol	MGI:1352508	1	-	16228674	16520112
Msl3	current symbol	MGI:1341851	X	-	168654117	168673898
Nqo1	current symbol	MGI:103187	8	-	107388225	107403206
Mad1l1	current symbol	MGI:1341857	5	-	140008689	140321552
Abcc8	current symbol	MGI:1352629	7	-	46104523	46180033
Gstz1	current symbol	MGI:1341859	12	+	87147707	87164721
Abcc9	current symbol	MGI:1352630	6	-	142587862	142702315
Nsmaf	current symbol	MGI:1341864	4	-	6396207	6454271
Mark3	current symbol	MGI:1341865	12	+	111574510	111656227
Onecut1	chicken symbol	MGI:1891409	10	+	80494835	80517276
Onecut1	current symbol	MGI:1196423	9	+	74861921	74891781
Mmp24	current symbol	MGI:1341867	2	+	155775342	155818366
Olfr155	current symbol	MGI:1352681	4	+	43851565	43855270
Rfc2	current symbol	MGI:1341868	5	+	134581366	134601805
Olfr156	current symbol	MGI:1352683	4	-	43820403	43821359
Olfr157	current symbol	MGI:1352684	4	-	43835532	43836488
Olfr159	current symbol	MGI:1352686	4	-	43770050	43771009
Nkx6-2	current symbol	MGI:1352738	7	-	139579376	139582797
Dtx1	current symbol	MGI:1352744	5	-	120680202	120711927
Dtx1	zebrafish symbol	MGI:2672905	19	-	12466341	12501996
Stk11	current symbol	MGI:1341870	10	+	80115803	80130682
Fscn1	current symbol	MGI:1352745	5	+	142960343	142973185
Cabp5	current symbol	MGI:1352746	7	+	13398132	13408887
Cabp5	synonym	MGI:1919103	12	+	17266545	17284770
Cspg5	current symbol	MGI:1352747	9	+	110243783	110262576
Dpf1	current symbol	MGI:1352748	7	+	29303951	29317588
Cabp2	current symbol	MGI:1352749	19	+	4081578	4087340
Tjp2	current symbol	MGI:1341872	19	-	24094523	24225026
Cabp1	rat synonym	MGI:1919103	12	+	17266545	17284770
Cabp1	current symbol	MGI:1352750	5	-	115168689	115194381
Cabp1	synonym	MGI:104528	X	-	162961992	162964599
Gfra4	current symbol	MGI:1341873	2	-	131039632	131043088
Ninj2	current symbol	MGI:1352751	6	+	120093350	120200339
Cyp46a1	current symbol	MGI:1341877	12	+	108334377	108362231
Pde7b	current symbol	MGI:1352752	10	-	20398004	20725078
Ehd1	current symbol	MGI:1341878	19	+	6276725	6300096
Gipr	current symbol	MGI:1352753	7	-	19157125	19166127
Zim1	current symbol	MGI:1341879	7	-	6675443	6696450
Syngr3	current symbol	MGI:1341881	17	-	24685092	24689955
Clic4	current symbol	MGI:1352754	4	-	135213969	135272814
Clic4	western clawed frog symbol	MGI:1917912	17	+	44188572	44280168
Gtse1	current symbol	MGI:1352755	15	+	85859707	85876572
Plcl2	current symbol	MGI:1352756	17	+	50509547	50688493
Hey2	current symbol	MGI:1341884	10	-	30832359	30842801
Iqgap1	current symbol	MGI:1352757	7	-	80711583	80803331
Ulk2	current symbol	MGI:1352758	11	-	61775649	61855073
Ajuba	current symbol	MGI:1341886	14	-	54567469	54577661
Rnf11	current symbol	MGI:1352759	4	-	109451098	109484728
Zfr	current symbol	MGI:1341890	15	+	12117831	12185683
Hdgfrp3	current symbol	MGI:1352760	7	-	81881251	81934473
St6galnac4	current symbol	MGI:1341894	2	+	32587095	32599698
Scmh1	current symbol	MGI:1352762	4	+	120405281	120530186
Nmur1	current symbol	MGI:1341898	1	-	86386242	86388162
Eif4e	current symbol	MGI:95305	3	+	138526179	138559696
Olfr64	current symbol	MGI:1341900	7	-	103892810	103893733
Pmm1	western clawed frog symbol	MGI:1859214	16	+	8637674	8657531
Pmm1	current symbol	MGI:1353418	15	-	81951108	81960930
Ccr9	current symbol	MGI:1341902	9	+	123678439	123781971
Ccr9	human synonym	MGI:1891697	9	+	121898464	121911064
Rnf17	current symbol	MGI:1353419	14	+	56402697	56525032
Slc23a1	current symbol	MGI:1341903	18	-	35614604	35627244
Slc23a1	old symbol	MGI:1859682	2	-	132052496	132145108
Itgb1bp2	current symbol	MGI:1353420	X	+	101449088	101453541
Olfr66	current symbol	MGI:1341906	7	-	103881306	103882241
Mfi2	current symbol	MGI:1353421	16	+	31878810	31899020
Fjx1	current symbol	MGI:1341907	2	-	102449366	102452499
Spdef	current symbol	MGI:1353422	17	-	27714352	27728950
Uhmk1	current symbol	MGI:1341908	1	-	170193420	170215397
Zfp292	current symbol	MGI:1353423	4	-	34803113	34882960
Ly96	current symbol	MGI:1341909	1	+	16688051	16709611
Timm8b	current symbol	MGI:1353424	9	+	50603901	50605320
Olfr65	current symbol	MGI:1341910	7	+	103906441	103907388
Opn4	current symbol	MGI:1353425	14	-	34590618	34600142
Olfr67	current symbol	MGI:1341911	7	-	103787313	103788275
Reg3d	current symbol	MGI:1353426	6	-	78375874	78378865
Hspa9	current symbol	MGI:96245	18	-	34937414	34954357
Mthfd1	current symbol	MGI:1342005	12	+	76255232	76319820
Eif2ak4	current symbol	MGI:1353427	2	+	118388618	118475234
B4galnt1	current symbol	MGI:1342057	10	+	127165156	127172340
Dnajc12	current symbol	MGI:1353428	10	+	63382443	63408840
Timm10	old symbol	MGI:1353436	12	-	71123173	71136675
Timm10	current symbol	MGI:1353429	2	+	84826997	84830213
B4galnt2	current symbol	MGI:1342058	11	-	95865943	95914891
Pcsk1n	current symbol	MGI:1353431	X	+	7919822	7924410
Slc25a17	current symbol	MGI:1342248	15	-	81318921	81360765
Timm13	current symbol	MGI:1353432	10	-	80899450	80900969
Timm8a1	current symbol	MGI:1353433	X	-	134537256	134541865
Large	current symbol	MGI:1342270	8	-	72814599	73353540
Gulo	current symbol	MGI:1353434	14	-	65986787	66009210
Gsto1	western clawed frog symbol	MGI:1915464	19	+	47865545	47886324
Gsto1	current symbol	MGI:1342273	19	+	47854970	47864790
Fbxw2	current symbol	MGI:1353435	2	-	34804514	34826311
Slc25a15	current symbol	MGI:1342274	8	-	22375554	22398621
